id,exam,year,session,shift,paper,questionNumber,questionId,sourceFile,sourcePage,unit,topic,subtopic,secondaryUnit,question,options,correctOption,correctAnswer,answerStatus,officialAnswer,solutionSteps,concept,formulaOrRule,shortcut,commonTrap,optionAnalysis,canonicalExplanation,reviewNote,sourceAnchor
UGCNET-CS-2017-january-2017-paper-ii-Q6,UGC NET Computer Science and Applications,2017,January 2017 Paper II,,Paper II/III,6,,sources/ugc-net-cs-2017-jan-paper-2.pdf,3,Unit 1: Discrete Structures and Optimization,Mathematical Logic,Rules of inference,,"From premises (P→Q)∧(R→S) and P∨R, which conclusion Y follows?","[{""number"": 1, ""text"": ""P∨R""}, {""number"": 2, ""text"": ""P∨S""}, {""number"": 3, ""text"": ""Q∨R""}, {""number"": 4, ""text"": ""Q∨S""}]",4,Q∨S,independently-verified,,"[""Use proof by cases on P∨R."", ""If P then Q; if R then S. Therefore at least one of Q or S holds, giving Q∨S.""]","Replace implication by ¬p ∨ q, push negations through quantifiers, and test validity by searching for a counterexample. A tautology is true under every valuation; an argument is valid when the conjunction of its premises implies its conclusion.",p→q ≡ ¬p∨q; ¬∀x P(x) ≡ ∃x ¬P(x); ¬∃x P(x) ≡ ∀x ¬P(x).,"For a proposed tautology, first try to make the consequent false and see whether the antecedent can still be true.","The converse q→p is not the contrapositive ¬q→¬p, and quantifier order generally cannot be swapped.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Q∨S); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Q∨S); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Q∨S); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: Q∨S.""}]",UGCNET-CS-2017-january-2017-paper-ii-Q6,,../sources/ugc-net-cs-2017-jan-paper-2.pdf#page=3
UGCNET-CS-2017-january-2017-paper-iii-Q68,UGC NET Computer Science and Applications,2017,January 2017 Paper III,,Paper II/III,68,,sources/ugc-net-cs-2017-jan-paper-3.pdf,14,Unit 1: Discrete Structures and Optimization,Optimization,Transportation stepping-stone loops,,Which statement about a closed loop used to improve a transportation solution is false?,"[{""number"": 1, ""text"": ""The loop contains an odd number of cells""}, {""number"": 2, ""text"": ""Right-angle turns are used""}, {""number"": 3, ""text"": ""Occupied cells alternate with the trial cell""}, {""number"": 4, ""text"": ""Plus and minus signs alternate""}]",1,The loop contains an odd number of cells,independently-verified,,"[""A transportation adjustment loop always contains an even number of cells so that + and − positions alternate and balance is preserved."", ""Therefore 'odd number of cells' is false.""]",Linear-programming optima occur at feasible extreme points. A basic feasible solution is degenerate when a basic variable is zero. Transportation BFSs normally have m+n−1 independent positive allocations; PERT uses probabilistic activity times while CPM is deterministic.,PERT te=(to+4tm+tp)/6; variance=[(tp−to)/6]^2; tree/project critical path is the longest-duration path.,"For a two-variable LP, list feasible intersections and evaluate the objective instead of running simplex.","The critical path is longest in duration, not the path with the most activities; degeneracy is about basic variables/independent allocations.","[{""number"": 1, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: The loop contains an odd number of cells.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (The loop contains an odd number of cells); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (The loop contains an odd number of cells); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (The loop contains an odd number of cells); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2017-january-2017-paper-iii-Q68,,../sources/ugc-net-cs-2017-jan-paper-3.pdf#page=14
UGCNET-CS-2016-july-2016-paper-ii-Q1,UGC NET Computer Science and Applications,2016,July 2016 Paper II,,Paper II/III,1,,sources/ugc-net-cs-2016-july-paper-2.pdf,2,Unit 1: Discrete Structures and Optimization,Sets and Relations,Counting equivalence relations,,How many equivalence relations on a five-element set have exactly three equivalence classes?,"[{""number"": 1, ""text"": ""15""}, {""number"": 2, ""text"": ""20""}, {""number"": 3, ""text"": ""25""}, {""number"": 4, ""text"": ""30""}]",3,25,independently-verified,,"[""Such relations correspond to partitions of five labelled elements into three nonempty unlabeled blocks."", ""The Stirling number S(5,3)=25.""]","A relation is reflexive when every diagonal pair occurs, symmetric when reversal preserves membership, antisymmetric when mutual relatedness forces equality, and transitive when two composable pairs force the third. A partial order is reflexive, antisymmetric and transitive. Floor and ceiling functions map a real number to its neighbouring integers and are handled by separating integer and fractional parts.","|P(A)|=2^|A|; |A∪B|=|A|+|B|−|A∩B|; x=⌊x⌋+{x}, where 0≤{x}<1.","Disprove a relation property with one witness: a missing diagonal, an unreturned pair, a distinct two-way pair, or a missing composite pair.","Symmetric and antisymmetric are not opposites; a relation can be both (for example, equality) or neither.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (25); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (25); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 25.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (25); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2016-july-2016-paper-ii-Q1,,../sources/ugc-net-cs-2016-july-paper-2.pdf#page=2
UGCNET-CS-2016-july-2016-paper-ii-Q2,UGC NET Computer Science and Applications,2016,July 2016 Paper II,,Paper II/III,2,,sources/ugc-net-cs-2016-july-paper-2.pdf,2,Unit 1: Discrete Structures and Optimization,Graph Theory,Spanning-tree enumeration,,"How many spanning trees do K₄ and K₂,₂ have, respectively?","[{""number"": 1, ""text"": ""8 and 2""}, {""number"": 2, ""text"": ""16 and 2""}, {""number"": 3, ""text"": ""16 and 4""}, {""number"": 4, ""text"": ""8 and 4""}]",3,16 and 4,independently-verified,,"[""Cayley gives τ(K₄)=4²=16."", ""For Kₘ,ₙ, τ=m^(n−1)n^(m−1), so τ(K₂,₂)=4.""]","Use degree sums, Euler’s formula, colouring criteria and standard tree identities. A connected graph has an Euler circuit iff every degree is even; a graph is bipartite iff it has no odd cycle. A tree with n vertices has n−1 edges.",Σdeg(v)=2|E|; planar connected V−E+F=2; τ(Kn)=n^(n−2); full m-ary leaves=(m−1)i+1.,"Parity, degree sum and V−E+F often solve a graph MCQ without drawing the whole graph.",Euler questions concern edges; Hamilton questions concern vertices. Necessary and sufficient degree conditions must not be confused.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (16 and 4); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (16 and 4); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 16 and 4.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (16 and 4); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2016-july-2016-paper-ii-Q2,,../sources/ugc-net-cs-2016-july-paper-2.pdf#page=2
UGCNET-CS-2016-july-2016-paper-ii-Q3,UGC NET Computer Science and Applications,2016,July 2016 Paper II,,Paper II/III,3,,sources/ugc-net-cs-2016-july-paper-2.pdf,2,Unit 1: Discrete Structures and Optimization,Sets and Relations,Operations on reflexive relations,,"If R and S are reflexive relations on A, which of R∪S and R∩S must be reflexive?","[{""number"": 1, ""text"": ""Union only""}, {""number"": 2, ""text"": ""Intersection only""}, {""number"": 3, ""text"": ""Both""}, {""number"": 4, ""text"": ""Neither""}]",3,Both,independently-verified,,"[""Every diagonal pair belongs to both R and S."", ""It therefore belongs to both their union and their intersection.""]","A relation is reflexive when every diagonal pair occurs, symmetric when reversal preserves membership, antisymmetric when mutual relatedness forces equality, and transitive when two composable pairs force the third. A partial order is reflexive, antisymmetric and transitive. Floor and ceiling functions map a real number to its neighbouring integers and are handled by separating integer and fractional parts.","|P(A)|=2^|A|; |A∪B|=|A|+|B|−|A∩B|; x=⌊x⌋+{x}, where 0≤{x}<1.","Disprove a relation property with one witness: a missing diagonal, an unreturned pair, a distinct two-way pair, or a missing composite pair.","Symmetric and antisymmetric are not opposites; a relation can be both (for example, equality) or neither.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Both); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Both); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: Both.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Both); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2016-july-2016-paper-ii-Q3,,../sources/ugc-net-cs-2016-july-paper-2.pdf#page=2
UGCNET-CS-2016-july-2016-paper-ii-Q4,UGC NET Computer Science and Applications,2016,July 2016 Paper II,,Paper II/III,4,,sources/ugc-net-cs-2016-july-paper-2.pdf,2,Unit 1: Discrete Structures and Optimization,"Counting, Mathematical Induction and Discrete Probability",Bayes theorem,,"A box has three cards: BB, RR and BR. A card and one visible side are chosen at random. Given the observed colour, what is the probability that the opposite side has the same colour?","[{""number"": 1, ""text"": ""3/4""}, {""number"": 2, ""text"": ""2/3""}, {""number"": 3, ""text"": ""1/2""}, {""number"": 4, ""text"": ""1/3""}]",2,2/3,independently-verified,,"[""Condition on a colour, say black. The visible black side could be either of the two sides of BB or the one black side of BR: three equally likely exposed sides."", ""Two of those three belong to BB, so the opposite side matches with probability 2/3.""]","Counting problems reduce to product/sum rules, stars-and-bars, inclusion–exclusion, permutations or combinations. Probability is favourable equally likely outcomes divided by all outcomes; conditional probability changes the sample space, and Bayes reverses a condition.",nPr=n!/(n−r)!; nCr=n!/[r!(n−r)!]; P(A|B)=P(A∩B)/P(B); P(A|B)=P(B|A)P(A)/P(B).,Decide first whether order matters and whether replacement is allowed; that usually eliminates most options immediately.,"Pairwise intersections are added back only after being subtracted, and a three-way intersection is then added once.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (2/3); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 2/3.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (2/3); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (2/3); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2016-july-2016-paper-ii-Q4,,../sources/ugc-net-cs-2016-july-paper-2.pdf#page=2
UGCNET-CS-2016-july-2016-paper-ii-Q6,UGC NET Computer Science and Applications,2016,July 2016 Paper II,,Paper II/III,6,,sources/ugc-net-cs-2016-july-paper-2.pdf,3,Unit 1: Discrete Structures and Optimization,Boolean Algebra,Exclusive-OR,,Which XOR equality is incorrect?,"[{""number"": 1, ""text"": ""0⊕0=0""}, {""number"": 2, ""text"": ""1⊕0=1""}, {""number"": 3, ""text"": ""1⊕1⊕0=1""}, {""number"": 4, ""text"": ""1⊕1=0""}]",3,1⊕1⊕0=1,independently-verified,,"[""XOR is parity: it is 1 iff an odd number of inputs are 1."", ""1⊕1⊕0 has two ones and equals 0, so option 3 is incorrect.""]","Boolean functions can be represented by truth tables, minterms/maxterms, SOP/POS forms and Karnaugh maps. Simplification uses identity, domination, idempotent, complement, absorption, distributive and De Morgan laws.",x+x=x; x·x=x; x+xy=x; x(x+y)=x; (x+y)'=x'y'; (xy)'=x'+y'.,"For four-option identities, test 0/1 assignments; a single counterexample removes an option.",A simplified SOP need not be a canonical (complete) SOP; canonical terms contain every variable.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (1⊕1⊕0=1); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (1⊕1⊕0=1); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 1⊕1⊕0=1.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (1⊕1⊕0=1); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2016-july-2016-paper-ii-Q6,,../sources/ugc-net-cs-2016-july-paper-2.pdf#page=3
UGCNET-CS-2016-july-2016-paper-iii-Q36,UGC NET Computer Science and Applications,2016,July 2016 Paper III,,Paper II/III,36,,sources/ugc-net-cs-2016-july-paper-3.pdf,8,Unit 1: Discrete Structures and Optimization,Graph Theory,Polygon triangulation,,A triangulation of a simple n-gon uses how many noncrossing diagonals and produces how many triangles?,"[{""number"": 1, ""text"": ""n−2 and n−3""}, {""number"": 2, ""text"": ""n−3 and n−2""}, {""number"": 3, ""text"": ""n and n−2""}, {""number"": 4, ""text"": ""n−1 and n−1""}]",2,n−3 and n−2,independently-verified,,"[""Induct by removing an ear, or use Euler's formula."", ""Every triangulation has n−3 diagonals and n−2 triangular faces.""]","Use degree sums, Euler’s formula, colouring criteria and standard tree identities. A connected graph has an Euler circuit iff every degree is even; a graph is bipartite iff it has no odd cycle. A tree with n vertices has n−1 edges.",Σdeg(v)=2|E|; planar connected V−E+F=2; τ(Kn)=n^(n−2); full m-ary leaves=(m−1)i+1.,"Parity, degree sum and V−E+F often solve a graph MCQ without drawing the whole graph.",Euler questions concern edges; Hamilton questions concern vertices. Necessary and sufficient degree conditions must not be confused.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (n−3 and n−2); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: n−3 and n−2.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (n−3 and n−2); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (n−3 and n−2); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2016-july-2016-paper-iii-Q36,,../sources/ugc-net-cs-2016-july-paper-3.pdf#page=8
UGCNET-CS-2016-july-2016-paper-iii-Q62,UGC NET Computer Science and Applications,2016,July 2016 Paper III,,Paper II/III,62,,sources/ugc-net-cs-2016-july-paper-3.pdf,13,Unit 1: Discrete Structures and Optimization,Optimization,Revised simplex method,,Which printed statements about the revised simplex method are correct?,"[{""number"": 1, ""text"": ""A,B only""}, {""number"": 2, ""text"": ""A,C only""}, {""number"": 3, ""text"": ""B,C only""}, {""number"": 4, ""text"": ""A,B,C""}]",4,"A,B,C",independently-verified,,"[""Revised simplex stores/updates basis information rather than the full tableau, computes reduced costs and performs the same basis changes as simplex."", ""All three source statements describe these valid properties.""]",Linear-programming optima occur at feasible extreme points. A basic feasible solution is degenerate when a basic variable is zero. Transportation BFSs normally have m+n−1 independent positive allocations; PERT uses probabilistic activity times while CPM is deterministic.,PERT te=(to+4tm+tp)/6; variance=[(tp−to)/6]^2; tree/project critical path is the longest-duration path.,"For a two-variable LP, list feasible intersections and evaluate the objective instead of running simplex.","The critical path is longest in duration, not the path with the most activities; degeneracy is about basic variables/independent allocations.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A,B,C); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A,B,C); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A,B,C); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: A,B,C.""}]",UGCNET-CS-2016-july-2016-paper-iii-Q62,,../sources/ugc-net-cs-2016-july-paper-3.pdf#page=13
UGCNET-CS-2015-june-2015-paper-ii-Q1,UGC NET Computer Science and Applications,2015,June 2015 Paper II,,Paper II/III,1,,sources/ugc-net-cs-2015-june-paper-2.pdf,2,Unit 1: Discrete Structures and Optimization,"Counting, Mathematical Induction and Discrete Probability",Stars and bars,,How many five-digit strings (leading zero allowed) have digit sum 7?,"[{""number"": 1, ""text"": ""66""}, {""number"": 2, ""text"": ""330""}, {""number"": 3, ""text"": ""495""}, {""number"": 4, ""text"": ""99""}]",2,330,independently-verified,,"[""Since the sum is only 7, no digit can exceed 9; upper bounds are inactive."", ""Nonnegative solutions of x₁+…+x₅=7 number C(11,4)=330.""]","Counting problems reduce to product/sum rules, stars-and-bars, inclusion–exclusion, permutations or combinations. Probability is favourable equally likely outcomes divided by all outcomes; conditional probability changes the sample space, and Bayes reverses a condition.",nPr=n!/(n−r)!; nCr=n!/[r!(n−r)!]; P(A|B)=P(A∩B)/P(B); P(A|B)=P(B|A)P(A)/P(B).,Decide first whether order matters and whether replacement is allowed; that usually eliminates most options immediately.,"Pairwise intersections are added back only after being subtracted, and a three-way intersection is then added once.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (330); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 330.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (330); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (330); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2015-june-2015-paper-ii-Q1,,../sources/ugc-net-cs-2015-june-paper-2.pdf#page=2
UGCNET-CS-2015-june-2015-paper-ii-Q2,UGC NET Computer Science and Applications,2015,June 2015 Paper II,,Paper II/III,2,,sources/ugc-net-cs-2015-june-paper-2.pdf,2,Unit 1: Discrete Structures and Optimization,"Counting, Mathematical Induction and Discrete Probability",Discrete probability,,"Two fair dice, black and red, are rolled. What is the probability that the black result divides the red result?","[{""number"": 1, ""text"": ""22/36""}, {""number"": 2, ""text"": ""12/36""}, {""number"": 3, ""text"": ""14/36""}, {""number"": 4, ""text"": ""6/36""}]",3,14/36,independently-verified,,"[""For black values 1,…,6, the counts of red multiples are 6,3,2,1,1,1."", ""Total favourable=14 of 36.""]","Counting problems reduce to product/sum rules, stars-and-bars, inclusion–exclusion, permutations or combinations. Probability is favourable equally likely outcomes divided by all outcomes; conditional probability changes the sample space, and Bayes reverses a condition.",nPr=n!/(n−r)!; nCr=n!/[r!(n−r)!]; P(A|B)=P(A∩B)/P(B); P(A|B)=P(B|A)P(A)/P(B).,Decide first whether order matters and whether replacement is allowed; that usually eliminates most options immediately.,"Pairwise intersections are added back only after being subtracted, and a three-way intersection is then added once.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (14/36); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (14/36); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 14/36.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (14/36); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2015-june-2015-paper-ii-Q2,,../sources/ugc-net-cs-2015-june-paper-2.pdf#page=2
UGCNET-CS-2015-june-2015-paper-ii-Q3,UGC NET Computer Science and Applications,2015,June 2015 Paper II,,Paper II/III,3,,sources/ugc-net-cs-2015-june-paper-2.pdf,2,Unit 1: Discrete Structures and Optimization,"Counting, Mathematical Induction and Discrete Probability",Stars and bars,,In how many ways can 15 identical fish be placed into five distinct ponds with at least one in each?,"[{""number"": 1, ""text"": ""1001""}, {""number"": 2, ""text"": ""3876""}, {""number"": 3, ""text"": ""775""}, {""number"": 4, ""text"": ""200""}]",1,1001,independently-verified,,"[""Positive solutions of x₁+…+x₅=15 are counted by C(14,4)."", ""C(14,4)=1001.""]","Counting problems reduce to product/sum rules, stars-and-bars, inclusion–exclusion, permutations or combinations. Probability is favourable equally likely outcomes divided by all outcomes; conditional probability changes the sample space, and Bayes reverses a condition.",nPr=n!/(n−r)!; nCr=n!/[r!(n−r)!]; P(A|B)=P(A∩B)/P(B); P(A|B)=P(B|A)P(A)/P(B).,Decide first whether order matters and whether replacement is allowed; that usually eliminates most options immediately.,"Pairwise intersections are added back only after being subtracted, and a three-way intersection is then added once.","[{""number"": 1, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 1001.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (1001); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (1001); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (1001); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2015-june-2015-paper-ii-Q3,,../sources/ugc-net-cs-2015-june-paper-2.pdf#page=2
UGCNET-CS-2015-june-2015-paper-ii-Q4,UGC NET Computer Science and Applications,2015,June 2015 Paper II,,Paper II/III,4,,sources/ugc-net-cs-2015-june-paper-2.pdf,2,Unit 1: Discrete Structures and Optimization,Graph Theory,Rooted-tree traversals and prefix codes,,Assess: A DFS traverses rooted trees; B preorder/postorder/inorder list ordered rooted-tree vertices; C Huffman finds an optimal weighted binary tree; D topological sorting gives parents larger labels than children.,"[{""number"": 1, ""text"": ""A,B""}, {""number"": 2, ""text"": ""C,D""}, {""number"": 3, ""text"": ""A,B,C""}, {""number"": 4, ""text"": ""A,B,C,D""}]",3,"A,B,C",independently-verified,,"[""A,B,C are standard uses/properties."", ""With the usual topological order, a parent precedes (has a smaller position than) its child, so D as written is false.""]","Use degree sums, Euler’s formula, colouring criteria and standard tree identities. A connected graph has an Euler circuit iff every degree is even; a graph is bipartite iff it has no odd cycle. A tree with n vertices has n−1 edges.",Σdeg(v)=2|E|; planar connected V−E+F=2; τ(Kn)=n^(n−2); full m-ary leaves=(m−1)i+1.,"Parity, degree sum and V−E+F often solve a graph MCQ without drawing the whole graph.",Euler questions concern edges; Hamilton questions concern vertices. Necessary and sufficient degree conditions must not be confused.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A,B,C); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A,B,C); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: A,B,C.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A,B,C); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2015-june-2015-paper-ii-Q4,,../sources/ugc-net-cs-2015-june-paper-2.pdf#page=2
UGCNET-CS-2015-june-2015-paper-ii-Q6,UGC NET Computer Science and Applications,2015,June 2015 Paper II,,Paper II/III,6,,sources/ugc-net-cs-2015-june-paper-2.pdf,3,Unit 1: Discrete Structures and Optimization,Boolean Algebra,Boolean expressions and logic networks,,Assess: A Boolean expressions/networks correspond to labelled acyclic digraphs; B an algebraically optimal expression need not give the simplest physical network; C greedy largest K-map groups need not always give a globally optimal expression.,"[{""number"": 1, ""text"": ""A only""}, {""number"": 2, ""text"": ""B only""}, {""number"": 3, ""text"": ""A,B""}, {""number"": 4, ""text"": ""A,B,C""}]",4,"A,B,C",independently-verified,,"[""A describes combinational networks; B accounts for gate sharing/fan-in/technology cost; C reflects that a greedy cover need not minimize the final cover."", ""All three are true.""]","Boolean functions can be represented by truth tables, minterms/maxterms, SOP/POS forms and Karnaugh maps. Simplification uses identity, domination, idempotent, complement, absorption, distributive and De Morgan laws.",x+x=x; x·x=x; x+xy=x; x(x+y)=x; (x+y)'=x'y'; (xy)'=x'+y'.,"For four-option identities, test 0/1 assignments; a single counterexample removes an option.",A simplified SOP need not be a canonical (complete) SOP; canonical terms contain every variable.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A,B,C); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A,B,C); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A,B,C); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: A,B,C.""}]",UGCNET-CS-2015-june-2015-paper-ii-Q6,,../sources/ugc-net-cs-2015-june-paper-2.pdf#page=3
UGCNET-CS-2015-june-2015-paper-ii-Q9,UGC NET Computer Science and Applications,2015,June 2015 Paper II,,Paper II/III,9,,sources/ugc-net-cs-2015-june-paper-2.pdf,3,Unit 1: Discrete Structures and Optimization,Mathematical Logic,Named propositional equivalences,,"Match contraposition, exportation, reductio ad absurdum and equivalence with the four displayed implications.","[{""number"": 1, ""text"": ""A-I,B-II,C-III,D-IV""}, {""number"": 2, ""text"": ""A-II,B-III,C-I,D-IV""}, {""number"": 3, ""text"": ""A-III,B-II,C-IV,D-I""}, {""number"": 4, ""text"": ""A-IV,B-II,C-III,D-I""}]",1,"A-I,B-II,C-III,D-IV",independently-verified,,"[""(p→q)→(¬q→¬p) is contraposition; [(p∧q)→r]→[p→(q→r)] is exportation."", ""The contradiction form is reductio, and p↔q expands to (p→q)∧(q→p).""]","Replace implication by ¬p ∨ q, push negations through quantifiers, and test validity by searching for a counterexample. A tautology is true under every valuation; an argument is valid when the conjunction of its premises implies its conclusion.",p→q ≡ ¬p∨q; ¬∀x P(x) ≡ ∃x ¬P(x); ¬∃x P(x) ≡ ∀x ¬P(x).,"For a proposed tautology, first try to make the consequent false and see whether the antecedent can still be true.","The converse q→p is not the contrapositive ¬q→¬p, and quantifier order generally cannot be swapped.","[{""number"": 1, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: A-I,B-II,C-III,D-IV.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A-I,B-II,C-III,D-IV); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A-I,B-II,C-III,D-IV); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (A-I,B-II,C-III,D-IV); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2015-june-2015-paper-ii-Q9,,../sources/ugc-net-cs-2015-june-paper-2.pdf#page=3
